Player,POS,ATT,CMP,PASS_YDS,PASS_TDS,INTS,RUSH_ATT,RUSH_YDS,RUSH_TDS,FL,FPTS,REC,REC_YDS,REC_TDS,FG,FGA,XPT,SACK,INT,FR,FF,TD,SAFETY,PA,YDS AGN
David Moore CAR,WR,0.0,,,,,,1.7,0.0,0.1,21.2,7.5,100.5,0.6,,,,,,,,,,,
Robert Woods HOU,WR,0.0,,,,,,2.0,0.0,0.0,20.9,8.3,86.8,0.6,,,,,,,,,,,
David Bell CLE,WR,0.0,,,,,,1.3,0.0,0.0,20.9,8.4,90.2,0.6,,,,,,,,,,,
Devin Duvernay JAC,WR,3.3,,,,,,16.9,0.1,0.1,20.8,8.1,82.6,0.4,,,,,,,,,,,
Anthony Gould IND,WR,0.0,,,,,,0.0,0.0,0.0,20.5,7.6,89.5,0.7,,,,,,,,,,,
Ihmir Smith-Marsette CAR,WR,2.1,,,,,,18.1,0.1,0.0,20.1,8.6,67.0,0.4,,,,,,,,,,,
Chris Moore ARI,WR,0.0,,,,,,5.0,0.0,0.0,19.9,7.1,88.0,0.6,,,,,,,,,,,
Braxton Berrios MIA,WR,0.0,,,,,,2.7,0.0,0.0,19.4,8.2,79.4,0.5,,,,,,,,,,,
Chris Blair ATL,WR,0.0,,,,,,0.0,0.0,0.1,19.0,7.2,82.2,0.6,,,,,,,,,,,
John Metchie III HOU,WR,0.0,,,,,,2.7,0.0,0.0,18.5,6.9,81.6,0.5,,,,,,,,,,,
Nsimba Webster CHI,WR,0.0,,,,,,0.0,0.0,0.0,18.4,6.9,80.6,0.6,,,,,,,,,,,
Justyn Ross KC,WR,0.0,,,,,,0.0,0.0,0.0,18.0,6.1,77.1,0.7,,,,,,,,,,,
Jason Brownlee NYJ,WR,0.0,,,,,,1.5,0.0,0.0,17.9,6.3,78.6,0.6,,,,,,,,,,,
Jalen Guyton LV,WR,0.0,,,,,,2.0,0.0,0.0,17.7,6.0,79.9,0.6,,,,,,,,,,,
Ronnie Bell SF,WR,0.0,,,,,,2.0,0.0,0.0,17.6,6.3,76.0,0.6,,,,,,,,,,,
Kayshon Boutte NE,WR,0.0,,,,,,2.5,0.0,0.0,17.6,6.3,78.6,0.5,,,,,,,,,,,
Sterling Shepard TB,WR,0.0,,,,,,0.0,0.0,0.1,17.3,7.0,71.3,0.5,,,,,,,,,,,
Deonte Harty BAL,WR,0.0,,,,,,5.0,0.0,0.0,17.1,5.9,72.2,0.6,,,,,,,,,,,
Ashton Dulin IND,WR,0.0,,,,,,2.0,0.0,0.0,17.1,6.1,70.5,0.6,,,,,,,,,,,
Charlie Jones CIN,WR,0.0,,,,,,1.7,0.0,0.0,16.8,6.2,76.3,0.5,,,,,,,,,,,
KJ Hamler BUF,WR,0.0,,,,,,2.5,0.0,0.0,16.5,5.4,74.1,0.6,,,,,,,,,,,
Laviska Shenault Jr. SEA,WR,3.2,,,,,,28.9,0.1,0.1,16.5,5.8,61.5,0.2,,,,,,,,,,,
Jalen Reagor NE,WR,0.0,,,,,,2.0,0.0,0.0,16.3,5.5,71.4,0.6,,,,,,,,,,,
Kyle Philips TEN,WR,0.0,,,,,,0.5,0.0,0.0,16.3,6.6,78.0,0.3,,,,,,,,,,,
Bo Melton GB,WR,1.0,,,,,,6.3,0.0,0.1,16.3,5.9,68.8,0.5,,,,,,,,,,,
Damiere Byrd BUF,WR,0.0,,,,,,2.0,0.0,0.0,15.9,5.7,80.8,0.3,,,,,,,,,,,
Michael Woods II CLE,WR,0.0,,,,,,2.0,0.0,0.0,15.9,5.3,68.9,0.6,,,,,,,,,,,
Ben Skowronek HOU,WR,0.0,,,,,,2.0,0.0,0.0,15.7,5.4,65.9,0.6,,,,,,,,,,,
Zach Pascal ARI,WR,0.0,,,,,,2.0,0.0,0.0,15.6,5.2,67.5,0.6,,,,,,,,,,,
Malik Heath GB,WR,0.0,,,,,,1.5,0.0,0.0,15.6,5.4,64.6,0.6,,,,,,,,,,,
Chris Conley SF,WR,0.0,,,,,,2.0,0.0,0.0,15.5,5.3,65.0,0.6,,,,,,,,,,,
Dee Eskridge SEA,WR,4.3,,,,,,15.4,0.1,0.0,15.5,5.3,64.8,0.3,,,,,,,,,,,
Tim Jones JAC,WR,0.0,,,,,,2.0,0.0,0.0,14.3,4.9,57.0,0.6,,,,,,,,,,,
Scotty Miller PIT,WR,0.0,,,,,,1.3,0.0,0.0,14.2,5.6,69.5,0.3,,,,,,,,,,,
Equanimeous St. Brown NO,WR,0.0,,,,,,2.0,0.0,0.0,13.7,4.3,56.8,0.6,,,,,,,,,,,
River Cracraft MIA,WR,0.0,,,,,,0.0,0.0,0.0,12.7,6.9,51.6,0.1,,,,,,,,,,,
Tre'Quan Smith DET,WR,0.0,,,,,,0.0,0.0,0.0,11.9,6.4,49.2,0.1,,,,,,,,,,,
Terrace Marshall Jr. CAR,WR,0.0,,,,,,2.0,0.0,0.0,11.9,4.9,61.1,0.1,,,,,,,,,,,
Josh Ali ATL,WR,0.0,,,,,,0.0,0.0,0.0,10.0,3.6,43.9,0.3,,,,,,,,,,,
Tylan Wallace BAL,WR,0.0,,,,,,2.0,0.0,0.0,9.9,4.0,50.7,0.1,,,,,,,,,,,
Racey McMath DAL,WR,0.0,,,,,,0.0,0.0,0.0,9.7,3.4,42.4,0.3,,,,,,,,,,,
Tyler Johnson LAR,WR,0.0,,,,,,0.0,0.0,0.0,9.4,3.3,40.3,0.3,,,,,,,,,,,
Dareke Young SEA,WR,0.0,,,,,,0.0,0.0,0.0,8.9,3.4,39.8,0.3,,,,,,,,,,,
Easop Winston Jr. SEA,WR,0.0,,,,,,0.0,0.0,0.0,8.9,3.4,39.5,0.3,,,,,,,,,,,
Martavis Bryant WAS,WR,0.0,,,,,,0.0,0.0,0.0,8.6,3.3,40.8,0.2,,,,,,,,,,,
Denzel Mims JAC,WR,0.0,,,,,,0.0,0.0,0.0,8.6,3.4,39.9,0.2,,,,,,,,,,,
DJ Turner LV,WR,0.0,,,,,,0.0,0.0,0.1,8.1,3.3,37.4,0.2,,,,,,,,,,,
Jaelon Darden CLE,WR,0.0,,,,,,0.0,0.0,0.0,8.1,3.2,37.2,0.2,,,,,,,,,,,
Jha'Quan Jackson TEN,WR,0.0,,,,,,0.0,0.0,0.0,8.1,4.0,41.0,0.0,,,,,,,,,,,
Britain Covey PHI,WR,0.0,,,,,,0.0,0.0,0.0,8.1,3.6,38.9,0.1,,,,,,,,,,,
James Proche II CLE,WR,0.0,,,,,,0.0,0.0,0.0,8.0,3.2,37.0,0.2,,,,,,,,,,,
Miles Boykin NYG,WR,0.0,,,,,,0.0,0.0,0.0,7.9,3.3,36.1,0.2,,,,,,,,,,,
Phillip Dorsett II DEN,WR,0.0,,,,,,0.0,0.0,0.0,7.0,2.9,31.7,0.2,,,,,,,,,,,
Trishton Jackson MIN,WR,0.0,,,,,,0.0,0.0,0.0,6.5,2.5,27.7,0.2,,,,,,,,,,,
Byron Pringle WAS,WR,0.0,,,,,,1.0,0.0,0.0,5.7,2.6,21.0,0.2,,,,,,,,,,,
N'Keal Harry MIN,WR,0.0,,,,,,0.0,0.0,0.0,5.3,2.0,22.3,0.2,,,,,,,,,,,
Velus Jones Jr. CHI,WR,0.0,,,,,,3.0,0.0,0.0,5.2,1.9,25.0,0.1,,,,,,,,,,,
Andy Isabella BUF,WR,0.0,,,,,,0.0,0.0,0.0,5.1,1.8,23.0,0.2,,,,,,,,,,,
Tom Kennedy DET,WR,0.0,,,,,,0.0,0.0,0.0,4.9,1.7,22.2,0.2,,,,,,,,,,,
Daurice Fountain DET,WR,0.0,,,,,,0.0,0.0,0.0,4.9,1.7,22.0,0.2,,,,,,,,,,,
Maurice Alexander DET,WR,0.0,,,,,,0.0,0.0,0.0,4.9,1.7,22.0,0.2,,,,,,,,,,,
Montrell Washington KC,WR,0.0,,,,,,0.0,0.0,0.0,4.9,1.8,21.2,0.2,,,,,,,,,,,
Braylon Sanders MIA,WR,0.0,,,,,,0.0,0.0,0.0,4.9,1.8,20.2,0.2,,,,,,,,,,,
Samori Toure GB,WR,0.0,,,,,,0.0,0.0,0.0,4.8,1.7,21.2,0.2,,,,,,,,,,,
Erik Ezukanma MIA,WR,0.0,,,,,,0.0,0.0,0.0,4.8,1.8,20.1,0.2,,,,,,,,,,,
Seth Williams JAC,WR,0.0,,,,,,0.0,0.0,0.0,4.8,1.8,19.9,0.2,,,,,,,,,,,
Elijah Cooks JAC,WR,0.0,,,,,,0.0,0.0,0.0,4.8,1.8,19.7,0.2,,,,,,,,,,,
Collin Johnson CHI,WR,0.0,,,,,,0.0,0.0,0.0,4.8,1.7,20.4,0.2,,,,,,,,,,,
Simi Fehoko LAC,WR,0.0,,,,,,0.0,0.0,0.0,4.8,1.7,20.3,0.2,,,,,,,,,,,
Anthony Schwartz MIA,WR,0.0,,,,,,0.0,0.0,0.0,4.7,1.7,20.0,0.2,,,,,,,,,,,
DeAndre Carter CHI,WR,0.0,,,,,,6.0,0.0,0.0,4.7,2.0,21.0,0.0,,,,,,,,,,,
Dax Milne LV,WR,0.0,,,,,,0.0,0.0,0.0,4.7,1.7,20.2,0.2,,,,,,,,,,,
Stanley Morgan Jr. NO,WR,0.0,,,,,,0.0,0.0,0.0,4.7,1.7,19.7,0.2,,,,,,,,,,,
Cody White SEA,WR,0.0,,,,,,0.0,0.0,0.0,4.7,1.7,19.5,0.2,,,,,,,,,,,
Cephus Johnson III TB,WR,0.0,,,,,,0.0,0.0,0.0,4.6,1.7,19.6,0.2,,,,,,,,,,,
Irvin Charles NYJ,WR,0.0,,,,,,0.0,0.0,0.0,4.6,1.7,19.1,0.2,,,,,,,,,,,
Malik Taylor NYJ,WR,0.0,,,,,,0.0,0.0,0.0,4.6,1.7,19.1,0.2,,,,,,,,,,,
Lance McCutcheon NYJ,WR,0.0,,,,,,0.0,0.0,0.0,4.6,1.7,18.9,0.2,,,,,,,,,,,
Mason Kinsey TEN,WR,0.0,,,,,,0.0,0.0,0.0,4.5,1.5,19.3,0.2,,,,,,,,,,,
Colton Dowell TEN,WR,0.0,,,,,,0.0,0.0,0.0,4.5,1.5,19.3,0.2,,,,,,,,,,,
Jacob Harris PHI,WR,0.0,,,,,,0.0,0.0,0.0,4.5,1.6,18.4,0.2,,,,,,,,,,,
Tyrie Cleveland IND,WR,0.0,,,,,,0.0,0.0,0.0,4.4,1.5,18.4,0.2,,,,,,,,,,,
Juwann Winfree IND,WR,0.0,,,,,,0.0,0.0,0.0,4.4,1.5,18.1,0.2,,,,,,,,,,,
Kristian Wilkerson LV,WR,0.0,,,,,,0.0,0.0,0.0,4.3,1.5,17.5,0.2,,,,,,,,,,,
Mike Strachan CAR,WR,0.0,,,,,,0.0,0.0,0.0,4.2,1.5,19.7,0.1,,,,,,,,,,,
Jalen Virgil DEN,WR,0.0,,,,,,0.0,0.0,0.0,4.2,1.5,17.4,0.2,,,,,,,,,,,
Dez Fitzpatrick PIT,WR,0.0,,,,,,0.0,0.0,0.0,4.1,1.5,16.6,0.2,,,,,,,,,,,
Andre Baccellia ARI,WR,0.0,,,,,,0.0,0.0,0.0,4.1,1.5,16.7,0.2,,,,,,,,,,,
Gunner Olszewski NYG,WR,0.0,,,,,,0.0,0.0,0.0,4.1,1.7,17.8,0.1,,,,,,,,,,,
David Sills DEN,WR,0.0,,,,,,0.0,0.0,0.0,4.0,1.5,16.5,0.1,,,,,,,,,,,
Kawaan Baker NE,WR,0.0,,,,,,0.0,0.0,0.0,3.8,1.5,19.4,0.1,,,,,,,,,,,
Quintez Cephus HOU,WR,0.0,,,,,,0.0,0.0,0.0,1.1,0.5,1.5,0.1,,,,,,,,,,,
Travis Kelce KC,TE,,,,,,,,,0.8,230.4,89.5,966.5,7.5,,,,,,,,,,,
Sam LaPorta DET,TE,,,,,,,,,0.4,221.2,86.3,893.6,7.7,,,,,,,,,,,
Mark Andrews BAL,TE,,,,,,,,,0.5,205.3,71.9,869.8,7.9,,,,,,,,,,,
Trey McBride ARI,TE,,,,,,,,,0.5,203.5,86.0,882.0,5.1,,,,,,,,,,,
Dalton Kincaid BUF,TE,,,,,,,,,0.8,196.4,82.9,828.2,5.4,,,,,,,,,,,
George Kittle SF,TE,,,,,,,,,0.4,188.8,65.4,881.2,6.0,,,,,,,,,,,
Evan Engram JAC,TE,,,,,,,,,0.9,188.4,85.4,787.2,4.4,,,,,,,,,,,
Kyle Pitts ATL,TE,,,,,,,,,0.4,185.4,67.8,875.5,5.2,,,,,,,,,,,
Jake Ferguson DAL,TE,,,,,,,,,0.4,178.8,70.7,736.2,5.9,,,,,,,,,,,
David Njoku CLE,TE,,,,,,,,,1.2,177.3,69.9,771.9,5.4,,,,,,,,,,,
Brock Bowers LV,TE,,,,,,,,,1.1,157.8,62.8,696.7,4.6,,,,,,,,,,,
Dallas Goedert PHI,TE,,,,,,,,,0.5,157.6,65.4,690.7,4.0,,,,,,,,,,,
Dalton Schultz HOU,TE,,,,,,,,,0.8,146.1,57.3,610.9,4.9,,,,,,,,,,,
Pat Freiermuth PIT,TE,,,,,,,,,0.5,144.1,58.1,605.6,4.4,,,,,,,,,,,
T.J. Hockenson MIN,TE,,,,,,,,,0.8,137.5,59.7,595.1,3.3,,,,,,,,,,,
Tyler Conklin NYJ,TE,,,,,,,,,0.1,127.9,54.0,539.0,3.4,,,,,,,,,,,
Cole Kmet CHI,TE,,,,,,,,,0.4,123.5,50.1,495.4,4.1,,,,,,,,,,,
Hunter Henry NE,TE,,,,,,,,,0.1,122.3,47.7,493.9,4.2,,,,,,,,,,,
Cade Otton TB,TE,,,,,,,,,0.4,119.7,49.2,489.4,3.7,,,,,,,,,,,
Luke Musgrave GB,TE,,,,,,,,,0.1,115.8,46.7,489.4,3.4,,,,,,,,,,,
Chigoziem Okonkwo TEN,TE,,,,,,,,,0.4,114.9,48.2,513.5,2.7,,,,,,,,,,,
Noah Fant SEA,TE,,,,,,,,,0.1,111.3,45.9,489.8,2.8,,,,,,,,,,,
Juwan Johnson NO,TE,,,,,,,,,0.1,109.2,40.4,441.3,4.1,,,,,,,,,,,
Taysom Hill NO,TE,,,,,,,,,0.3,109.2,27.5,261.5,2.0,,,,,,,,,,,
Isaiah Likely BAL,TE,,,,,,,,,0.1,98.6,34.2,411.5,3.9,,,,,,,,,,,
Hayden Hurst LAC,TE,,,,,,,,,0.1,96.6,40.5,390.7,2.9,,,,,,,,,,,
Jonnu Smith MIA,TE,,,,,,,,,0.4,95.7,37.8,415.8,2.9,,,,,,,,,,,
Mike Gesicki CIN,TE,,,,,,,,,0.1,90.9,36.4,356.9,3.1,,,,,,,,,,,
Zach Ertz WAS,TE,,,,,,,,,0.1,90.1,38.4,356.0,2.7,,,,,,,,,,,
Ben Sinnott WAS,TE,,,,,,,,,0.4,88.6,36.9,378.3,2.5,,,,,,,,,,,
Tucker Kraft GB,TE,,,,,,,,,0.1,84.6,33.9,354.2,2.6,,,,,,,,,,,
Greg Dulcich DEN,TE,,,,,,,,,0.1,82.8,33.8,375.6,1.9,,,,,,,,,,,
Tyler Higbee LAR,TE,,,,,,,,,0.1,81.2,33.9,347.5,2.1,,,,,,,,,,,
Gerald Everett CHI,TE,,,,,,,,,0.1,78.8,32.9,305.7,2.6,,,,,,,,,,,
Dawson Knox BUF,TE,,,,,,,,,0.1,77.6,28.3,297.4,3.3,,,,,,,,,,,
Colby Parkinson LAR,TE,,,,,,,,,0.1,75.8,29.7,314.2,2.5,,,,,,,,,,,
Daniel Bellinger NYG,TE,,,,,,,,,0.1,75.3,32.7,311.6,1.9,,,,,,,,,,,
Theo Johnson NYG,TE,,,,,,,,,0.6,74.4,32.3,312.9,2.0,,,,,,,,,,,
Ja'Tavion Sanders CAR,TE,,,,,,,,,0.4,74.0,29.9,311.2,2.3,,,,,,,,,,,
Michael Mayer LV,TE,,,,,,,,,0.1,73.3,29.6,317.4,2.0,,,,,,,,,,,
Tommy Tremble CAR,TE,,,,,,,,,0.1,68.3,27.5,261.4,2.5,,,,,,,,,,,
Kylen Granson IND,TE,,,,,,,,,0.1,66.9,27.0,292.6,1.8,,,,,,,,,,,
Noah Gray KC,TE,,,,,,,,,0.1,56.6,22.6,237.0,1.7,,,,,,,,,,,
Robert Tonyan MIN,TE,,,,,,,,,0.0,56.3,24.2,227.7,1.6,,,,,,,,,,,
Will Dissly LAC,TE,,,,,,,,,0.1,54.7,23.3,225.6,1.5,,,,,,,,,,,
Mo Alie-Cox IND,TE,,,,,,,,,0.0,47.0,16.5,186.1,2.0,,,,,,,,,,,
Durham Smythe MIA,TE,,,,,,,,,0.0,46.1,19.5,190.1,1.3,,,,,,,,,,,
Tanner Hudson CIN,TE,,,,,,,,,0.0,45.1,18.6,179.4,1.4,,,,,,,,,,,
Austin Hooper NE,TE,,,,,,,,,0.0,43.6,19.6,185.3,0.9,,,,,,,,,,,
Donald Parham Jr. LAC,TE,,,,,,,,,0.0,43.5,15.1,158.3,2.1,,,,,,,,,,,
Adam Trautman DEN,TE,,,,,,,,,0.0,43.2,17.3,167.8,1.5,,,,,,,,,,,
Brevin Jordan HOU,TE,,,,,,,,,0.0,43.1,14.6,183.5,1.7,,,,,,,,,,,
Jaheim Bell NE,TE,,,,,,,,,0.0,42.7,16.5,172.0,1.5,,,,,,,,,,,
Jelani Woods IND,TE,,,,,,,,,0.0,40.1,14.6,178.3,1.3,,,,,,,,,,,
Elijah Higgins ARI,TE,,,,,,,,,0.0,39.9,16.3,177.8,1.0,,,,,,,,,,,
Brock Wright DET,TE,,,,,,,,,0.1,39.7,15.7,149.5,1.5,,,,,,,,,,,
Jeremy Ruckert NYJ,TE,,,,,,,,,0.1,39.4,16.2,161.2,1.2,,,,,,,,,,,
Josh Oliver MIN,TE,,,,,,,,,0.4,38.3,16.1,156.6,1.2,,,,,,,,,,,
Johnny Mundt MIN,TE,,,,,,,,,0.0,37.7,16.7,160.7,0.8,,,,,,,,,,,
Logan Thomas SF,TE,,,,,,,,,0.0,34.3,14.0,143.0,1.0,,,,,,,,,,,
Connor Heyward PIT,TE,,,,,,,,,0.0,33.4,15.3,137.6,0.7,,,,,,,,,,,
Davis Allen LAR,TE,,,,,,,,,0.0,32.6,13.1,134.4,1.0,,,,,,,,,,,
Foster Moreau NO,TE,,,,,,,,,0.0,32.5,12.5,139.0,1.0,,,,,,,,,,,
Josh Whyle TEN,TE,,,,,,,,,0.0,31.6,12.5,127.9,1.1,,,,,,,,,,,
Will Mallory IND,TE,,,,,,,,,0.0,30.9,12.3,131.0,0.9,,,,,,,,,,,
Jack Stoll NYG,TE,,,,,,,,,0.0,30.7,13.1,121.9,0.9,,,,,,,,,,,
Pharaoh Brown SEA,TE,,,,,,,,,0.0,30.7,12.0,131.9,0.9,,,,,,,,,,,
Devin Culp TB,TE,,,,,,,,,0.0,30.4,12.0,124.0,1.0,,,,,,,,,,,
Dallin Holker NO,TE,,,,,,,,,0.0,30.4,12.0,123.5,1.0,,,,,,,,,,,
Tanner McLachlan CIN,TE,,,,,,,,,0.0,30.3,12.0,123.0,1.0,,,,,,,,,,,
Peyton Hendershot DAL,TE,,,,,,,,,0.0,29.7,11.8,119.2,1.0,,,,,,,,,,,
Ian Thomas CAR,TE,,,,,,,,,0.0,28.8,12.6,128.7,0.6,,,,,,,,,,,
AJ Barner SEA,TE,,,,,,,,,0.0,28.8,11.6,118.5,0.9,,,,,,,,,,,
Darnell Washington PIT,TE,,,,,,,,,0.0,28.7,12.0,119.7,0.8,,,,,,,,,,,
Luke Schoonmaker DAL,TE,,,,,,,,,0.0,28.2,10.8,110.9,1.1,,,,,,,,,,,
Brayden Willis SF,TE,,,,,,,,,0.0,28.1,10.0,121.0,1.0,,,,,,,,,,,
Cameron Latu SF,TE,,,,,,,,,0.0,28.0,11.5,104.5,1.0,,,,,,,,,,,
Drew Ogletree IND,TE,,,,,,,,,0.1,27.8,10.1,125.7,0.9,,,,,,,,,,,
John FitzPatrick ATL,TE,,,,,,,,,0.0,27.7,10.0,117.0,1.0,,,,,,,,,,,
Irv Smith Jr. KC,TE,,,,,,,,,0.0,27.5,11.4,102.9,1.0,,,,,,,,,,,
Travis Vokolek ARI,TE,,,,,,,,,0.0,27.2,11.0,102.0,1.0,,,,,,,,,,,
Jordan Akins CLE,TE,,,,,,,,,0.0,26.0,10.4,103.6,0.9,,,,,,,,,,,
Erick All Jr. CIN,TE,,,,,,,,,0.0,25.4,10.3,103.5,0.8,,,,,,,,,,,
Stone Smartt LAC,TE,,,,,,,,,0.0,25.3,9.5,108.8,0.8,,,,,,,,,,,
Cade Stover HOU,TE,,,,,,,,,0.0,25.1,9.9,105.7,0.8,,,,,,,,,,,
La'Michael Pettway NE,TE,,,,,,,,,0.0,25.1,10.0,91.0,1.0,,,,,,,,,,,
Brenton Strange JAC,TE,,,,,,,,,0.0,24.9,9.7,92.1,1.0,,,,,,,,,,,
Drew Sample CIN,TE,,,,,,,,,0.0,24.5,10.5,94.3,0.8,,,,,,,,,,,
Jared Wiley KC,TE,,,,,,,,,0.0,24.2,9.6,98.5,0.8,,,,,,,,,,,
Lucas Krull DEN,TE,,,,,,,,,0.0,24.0,9.6,101.6,0.7,,,,,,,,,,,
Tip Reiman ARI,TE,,,,,,,,,0.0,23.8,9.8,97.8,0.7,,,,,,,,,,,
Payne Durham TB,TE,,,,,,,,,0.0,23.2,9.2,96.7,0.7,,,,,,,,,,,
Teagan Quitoriano HOU,TE,,,,,,,,,0.0,23.1,6.5,100.6,1.1,,,,,,,,,,,
Quintin Morris BUF,TE,,,,,,,,,0.0,20.8,7.0,74.8,1.1,,,,,,,,,,,
James Mitchell DET,TE,,,,,,,,,0.0,20.4,8.0,83.3,0.7,,,,,,,,,,,
MyCole Pruitt PIT,TE,,,,,,,,,0.0,19.8,6.2,67.2,1.1,,,,,,,,,,,
Miller Forristall LAR,TE,,,,,,,,,0.0,19.2,7.5,78.5,0.6,,,,,,,,,,,
Harrison Bryant LV,TE,,,,,,,,,0.0,19.1,7.7,76.5,0.6,,,,,,,,,,,
Ben Sims GB,TE,,,,,,,,,0.0,18.7,6.5,56.5,1.1,,,,,,,,,,,
Grant Calcaterra PHI,TE,,,,,,,,,0.0,18.3,7.3,74.4,0.6,,,,,,,,,,,
Ross Dwelley ATL,TE,,,,,,,,,0.0,18.3,6.0,83.7,0.7,,,,,,,,,,,
Luke Farrell JAC,TE,,,,,,,,,0.0,18.2,7.4,75.0,0.6,,,,,,,,,,,
John Bates WAS,TE,,,,,,,,,0.0,18.2,8.1,77.0,0.4,,,,,,,,,,,
Armani Rogers PHI,TE,,,,,,,,,0.0,17.6,6.5,76.6,0.6,,,,,,,,,,,
Nick Vannett TEN,TE,,,,,,,,,0.0,16.8,6.3,69.9,0.6,,,,,,,,,,,
Cole Turner WAS,TE,,,,,,,,,0.0,16.4,6.0,68.9,0.6,,,,,,,,,,,
Lawrence Cager NYG,TE,,,,,,,,,0.0,16.3,7.6,66.3,0.4,,,,,,,,,,,
Charlie Woerner ATL,TE,,,,,,,,,0.0,16.3,8.1,62.7,0.3,,,,,,,,,,,
Albert Okwuegbunam Jr. PHI,TE,,,,,,,,,0.0,16.2,6.4,62.5,0.6,,,,,,,,,,,
Josiah Deguara JAC,TE,,,,,,,,,0.0,15.7,7.1,60.9,0.4,,,,,,,,,,,
Cole Fotheringham LV,TE,,,,,,,,,0.0,15.1,5.9,57.4,0.6,,,,,,,,,,,
Ko Kieft TB,TE,,,,,,,,,0.1,13.9,5.6,56.5,0.5,,,,,,,,,,,
Charlie Kolar BAL,TE,,,,,,,,,0.0,13.7,5.4,58.9,0.4,,,,,,,,,,,
Eric Saubert SF,TE,,,,,,,,,0.0,11.7,7.0,47.0,0.0,,,,,,,,,,,
John Stephens Jr. DAL,TE,,,,,,,,,0.0,10.1,4.0,41.0,0.3,,,,,,,,,,,
Kenny Yeboah NYJ,TE,,,,,,,,,0.0,9.2,3.8,37.0,0.3,,,,,,,,,,,
Mitchell Wilcox NE,TE,,,,,,,,,0.0,6.0,3.4,24.3,0.0,,,,,,,,,,,
Dalton Keene HOU,TE,,,,,,,,,0.0,5.2,2.0,21.2,0.2,,,,,,,,,,,
Tre' McKitty BUF,TE,,,,,,,,,0.0,5.1,2.1,20.4,0.2,,,,,,,,,,,
Jody Fortson Jr. MIA,TE,,,,,,,,,0.0,5.1,2.1,19.7,0.2,,,,,,,,,,,
Tyler Davis GB,TE,,,,,,,,,0.0,5.1,2.0,19.9,0.2,,,,,,,,,,,
Shane Zylstra DET,TE,,,,,,,,,0.0,5.0,2.0,20.0,0.2,,,,,,,,,,,
Julian Hill MIA,TE,,,,,,,,,0.0,5.0,2.1,19.2,0.2,,,,,,,,,,,
Tommy Hudson NO,TE,,,,,,,,,0.0,5.0,2.0,19.6,0.2,,,,,,,,,,,
Brady Russell SEA,TE,,,,,,,,,0.0,4.9,2.0,19.0,0.2,,,,,,,,,,,
Hunter Long LAR,TE,,,,,,,,,0.0,4.8,1.9,19.6,0.2,,,,,,,,,,,
Zack Kuntz NYJ,TE,,,,,,,,,0.0,4.7,1.9,18.2,0.2,,,,,,,,,,,
Eric Tomlinson IND,TE,,,,,,,,,0.0,4.6,1.8,17.7,0.2,,,,,,,,,,,
Zach Gentry LV,TE,,,,,,,,,0.0,4.4,1.7,15.9,0.2,,,,,,,,,,,
Nate Adkins DEN,TE,,,,,,,,,0.0,4.3,1.7,15.8,0.2,,,,,,,,,,,
Rodney Williams PIT,TE,,,,,,,,,0.0,4.3,1.7,15.8,0.2,,,,,,,,,,,
Chris Manhertz NYG,TE,,,,,,,,,0.0,4.3,1.9,16.8,0.1,,,,,,,,,,,
Anthony Firkser NYJ,TE,,,,,,,,,0.0,0.5,0.2,2.2,0.0,,,,,,,,,,,
Younghoe Koo ATL,K,,,,,,,,,,146.9,,,,33.1,37.8,47.8,,,,,,,,
Justin Tucker BAL,K,,,,,,,,,,141.3,,,,31.5,35.5,46.7,,,,,,,,
Harrison Butker KC,K,,,,,,,,,,138.7,,,,30.5,34.5,47.3,,,,,,,,
Brandon Aubrey DAL,K,,,,,,,,,,138.5,,,,31.9,35.5,42.7,,,,,,,,
Jake Elliott PHI,K,,,,,,,,,,135.5,,,,29.3,32.8,47.6,,,,,,,,
Jason Myers SEA,K,,,,,,,,,,133.5,,,,31.5,36.6,38.9,,,,,,,,
Ka'imi Fairbairn HOU,K,,,,,,,,,,131.9,,,,29.9,33.9,42.1,,,,,,,,
Cameron Dicker LAC,K,,,,,,,,,,131.4,,,,30.0,32.9,41.4,,,,,,,,
Blake Grupe NO,K,,,,,,,,,,130.2,,,,29.8,34.9,40.7,,,,,,,,
Greg Zuerlein NYJ,K,,,,,,,,,,129.6,,,,30.4,34.8,38.3,,,,,,,,
Evan McPherson CIN,K,,,,,,,,,,128.7,,,,27.8,32.2,45.4,,,,,,,,
Tyler Bass BUF,K,,,,,,,,,,128.5,,,,27.6,33.8,45.8,,,,,,,,
Cairo Santos CHI,K,,,,,,,,,,128.1,,,,30.0,33.6,38.2,,,,,,,,
Jake Moody SF,K,,,,,,,,,,128.0,,,,26.7,31.5,47.8,,,,,,,,
Matt Gay IND,K,,,,,,,,,,127.6,,,,29.5,34.5,39.2,,,,,,,,
Jason Sanders MIA,K,,,,,,,,,,126.4,,,,27.2,32.2,44.9,,,,,,,,
Chase McLaughlin TB,K,,,,,,,,,,122.8,,,,28.2,32.2,38.3,,,,,,,,
Matt Prater ARI,K,,,,,,,,,,121.9,,,,28.9,33.6,35.3,,,,,,,,
Dustin Hopkins CLE,K,,,,,,,,,,121.8,,,,28.3,32.6,37.0,,,,,,,,
Cam Little JAC,K,,,,,,,,,,121.4,,,,28.2,33.9,36.8,,,,,,,,
